zip;meanVader;meanSyuzhet;MedianIncomePast12Months;LessThanHighSchoolGraduate;HighSchoolGraduate;BachelorsDegreeOrHigher
15025;0;1.2;32319;0.0533598547089856;0.310213612384329;0.333218023004411
15037;-0.645;-0.85;32414;0.0501138952164009;0.396355353075171;0.24512781574285
15044;0.922;2.2;47974;0.0265624190959457;0.194014394449335;0.569823434991974
15104;0.162;-1;19789;0.0949484710255111;0.452610238215915;0.147829025173171
15106;0.305;1.5;32299;0.045018840483903;0.327031136378661;0.340516956435513
15108;0.459;0.25;38890;0.0520724486241728;0.224103099965169;0.46805990943922
15112;0.44;0.8;26110;0.0455010224948875;0.375766871165644;0.241308793456033
15120;0;0;27856;0.0640017798872738;0.355161673094037;0.26045683773361
15129;-0.128;-0.35;36424;0.029778933680104;0.285435630689207;0.368010403120936
15132;0;0;19813;0.110667867713293;0.422403809033586;0.134345644061253
15136;0;0.9;33779;0.0807711381105877;0.36226134391272;0.290540540540541
15146;-0.402;-0.5;34847;0.0440085086268022;0.254738832427322;0.413235641692271
15203;-0.208666666666667;-0.683333333333333;32217;0.0459169256852218;0.224498445888669;0.573890929641142
15218;0.562;0.7;33225;0.0436765990488207;0.217703581481122;0.500630884208483
15220;-0.599;-0.6;38873;0.0419727177334732;0.230849947534103;0.505771248688353
15221;0;-0.25;30553;0.0532612042046004;0.256938030522936;0.413950829045169
15227;0.665;0.925;33057;0.0813468414779499;0.343067143424712;0.272546682558601
15236;-0.67;-0.45;36060;0.0572555419556644;0.288997688018496;0.360306450881726
15239;-0.153;0.35;39316;0.0456726030097917;0.29020174804495;0.338108694223566
15301;0;0.25;29315;0.0801970443349754;0.39524278676988;0.279380717804363
15317;0.103;-0.25;41507;0.0462189355423614;0.229921427809578;0.466562377786469
15522;-0.167;-0.3;27650;0.0995860165593376;0.497815087396504;0.189282428702852
15639;-0.052;-2.1;32500;0.0943037974683544;0.424683544303797;0.255696202531646
15642;0.464;1;37834;0.0308938581901066;0.31599211482782;0.364042382800468
15904;-0.797;0;28328;0.0481826654240447;0.37260018639329;0.300931966449208
15946;0;0;28202;0.0891875381795968;0.423946243127673;0.214416615760538
16066;-0.033;0.125;51021;0.0320365077901724;0.150318060293169;0.589748317507145
16101;0.34;0.15;23249;0.104678091709125;0.469956629752832;0.174870520864036
16301;-0.511;-1;24552;0.0770135746606335;0.449683257918552;0.22
16428;-0.43;0.8;29988;0.0651688036701565;0.406775673450182;0.251852723209034
16502;0.388;0.35;20305;0.141753791089762;0.449656211735895;0.192615616464161
16503;0;0;14872;0.282884393669427;0.429724347552667;0.0757782203123362
16801;-0.386;-0.725;20934;0.0257018249565991;0.131388406656222;0.667061862217894
16803;0;0;29640;0.0187047594644802;0.149125616552431;0.716930369611172
16822;0.0214109589041096;0.0458904109589041;24219;0.123425692695214;0.507556675062972;0.128463476070529
17013;0.758;0.25;30404;0.0891795972268075;0.324075602509079;0.350321888412017
17073;-0.836;-2.1;33038;0.217027417027417;0.41010101010101;0.173160173160173
17325;0.2;0.15;26512;0.106296162388306;0.342854191415733;0.297040442125923
17551;0.318;0;22560;0.0648177002181365;0.271424119663447;0.393424742910564
17578;-0.459;-1.5;34795;0.209577239030254;0.399519134441996;0.192145862552595
17602;0.273;0.5;26249;0.179552054282511;0.336908081998792;0.252407923866479
17701;-0.511;-1;22960;0.10372737694098;0.366589085351027;0.254733039219092
17702;0.487;1.35;31063;0.0621977431488447;0.414159054271897;0.230924234282644
17745;0;0;22392;0.0769698021520305;0.436133287053107;0.236115931968067
17777;0;0;29199;0.104848245959795;0.461765865195112;0.189396925502562
17870;0.421;1;27707;0.0980875394321767;0.404475552050473;0.286179022082019
18018;0.361;0.4;30263;0.0861496474869229;0.344871503297703;0.291653400045486
18042;-0.296;0;26648;0.148007522799049;0.37947553316064;0.229693765302864
18080;-0.44;-0.75;30332;0.085361334156887;0.450030883261272;0.205311920938851
18088;-0.052;-0.85;32274;0.120645161290323;0.380645161290323;0.23
18102;0;0;19335;0.296118881118881;0.387307692307692;0.068041958041958
18301;-0.459;-0.85;27832;0.0967507902782816;0.30180857128051;0.263875213763797
18508;-0.802;-0.95;21355;0.121750382307964;0.482531466886249;0.150099988236678
18517;-0.477;0.55;25174;0.136850562399571;0.448312801285485;0.249330476700589
18643;-0.296;0;31460;0.0749726775956284;0.406010928961749;0.235081967213115
18702;0;0.45;23754;0.138337148342317;0.406999926161116;0.192276452780034
18938;0;1.05;51715;0.0368863574721996;0.160835367507459;0.616399963836904
18951;0;0;39166;0.0880986057789452;0.367872297433825;0.310689028086482
18960;-0.944;-1.6;36317;0.0619069659800972;0.367854663272391;0.313353390418884
19014;-0.318;-0.75;37337;0.0625911774921848;0.349774227162209;0.318860715526224
19020;0.247;0.85;31955;0.101303406974989;0.335790850988878;0.29059936591012
19031;0;0.5;51153;0.0170940170940171;0.185501741057297;0.63627730294397
19033;-0.212;-0.25;42207;0.0356556030233322;0.413900755833059;0.265034505422281
19064;-0.891;-0.9;46454;0.0373500856653341;0.257167332952599;0.457681324957167
19067;0.382;1.35;49492;0.0388177498590642;0.182491745188049;0.558159512496309
19070;0.9;0.8;44568;0.0626345664513603;0.286553141514974;0.385398316696027
19086;0.637;0.75;57054;0.0273304050756467;0.145680819912152;0.605661298194241
19090;0.472;1;40022;0.0605118392729012;0.243322968986686;0.40181774695049
19095;0.204;-2;38317;0.0616104107360716;0.186051240341602;0.541886945912973
19134;-0.00542857142857143;0.00789473684210527;18371;0.316126461211477;0.404197662061637;0.102550478214665
19153;0.1545;-0.425;26421;0.174955791335102;0.386162687886826;0.198054818744474
19301;0;-0.75;46409;0.0243128964059197;0.167864693446089;0.676321353065539
19320;-0.318;-0.75;35999;0.108734593481806;0.317434430393284;0.32941207924498
19382;-0.722;-1.5;40536;0.0326898611648874;0.172658886000332;0.600724597599425
19403;0.758;2.3;41462;0.059963394439441;0.279858226082914;0.441329420992998
19406;0;0;49044;0.0460876579725733;0.179725732723851;0.589351976337725
19428;0;0;50481;0.0376712328767123;0.219252531268612;0.580107206670637
19438;-0.6475;-2.1;49791;0.0425102382188383;0.243179327449963;0.478687200784449
19440;0.7;1.05;39123;0.0802707226548286;0.27894621934357;0.416272469252602
19446;0.67;0.65;42777;0.0610705478458488;0.23412794352304;0.485155456699386
19464;-0.751;-0.6;32541;0.0951664943770949;0.375403314224854;0.251386147918429
19510;0;0.5;41932;0.029612034837688;0.301187648456057;0.343309580364212
19606;0.494;0.6;33179;0.0937762994429528;0.354546547509318;0.289464192682243
19707;0.291;0.4;57810;0.0238257899231426;0.122459436379163;0.676942783945346
19711;-0.361;0.0499999999999999;32098;0.0457502870433067;0.21358966055289;0.493478964877675
19713;0.535;-0.5;32912;0.0996277338296882;0.378082829222894;0.274918566775244
19808;0.333;-0.7;39185;0.0716986516372976;0.306948705143754;0.372904330455875
19901;0.332;0.65;25761;0.144063459570113;0.292818150801774;0.244967587853975
19904;0.554;0.5;28831;0.123943081047639;0.315528975046401;0.246153846153846
19967;0.607;1;41431;0.0244941427050053;0.232161874334398;0.512247071352503
19971;0;0.35;42170;0.0426485230667109;0.197726518420179;0.529123796880186
20002;0.0204736842105263;0.0589473684210526;54408;0.074697026796517;0.166293115417419;0.612670329452367
20004;-0.178;1.05;122610;0.00582072176949942;0.0227008149010477;0.915599534342258
20006;0.361;0.5;4040;0.0248306997742664;0;0.828442437923251
20008;0.026;-0.75;77703;0.0183811407847016;0.0265825914935707;0.869271348499835
20011;-0.827;-3.25;41112;0.148912044730308;0.188793962972376;0.449101679341557
20037;-0.79;-2.35;21842;0.0249015372887816;0.0202007368822259;0.895184855799771
20111;-0.542;-2;38003;0.176087511705116;0.251127947561079;0.308419170852132
20120;0;0.4;53213;0.0556303928350384;0.136818727928059;0.610660064805039
20136;0.1755;0.775;59544;0.0536618292271347;0.152266846664417;0.560974237822027
20147;0.459;1.15;61019;0.039682728157876;0.105796860528628;0.637630910256715
20151;0.572;0.5;42326;0.0859692873080457;0.168066675416721;0.546856542853393
20155;0.093;0.075;55733;0.0410385617286587;0.156809155741555;0.550454797796473
20165;0.34;0;65709;0.0504279866021585;0.0897376256047637;0.672915891328619
20170;0.296;0;45676;0.131839647764798;0.145510066399176;0.55082910201328
20171;-0.459;-0.7;68479;0.0265318088537086;0.0971562591615362;0.73441805922017
20175;0.34;0.3;59184;0.0365461847389558;0.138152610441767;0.630923694779116
20176;-0.599;-1.1;51408;0.0810560176196134;0.139536905555395;0.560987625699134
20190;-0.475;-0.85;63284;0.041077620698853;0.103427580688184;0.698119498532942
20601;-0.153;-0.75;50276;0.0633857100504002;0.326593536910762;0.273584346279277
20602;0.456;-0.65;44071;0.0711610486891386;0.328550849899164;0.238605589167387
20619;0.778;1.55;52551;0.0515232495991448;0.219775521111705;0.451737039016569
20657;0.401;-0.25;44145;0.0504462259869914;0.340720012101044;0.267886855241265
20705;-0.44;-2.25;38628;0.135980937251787;0.215250198570294;0.407307386814933
20707;0.459;1.9;43067;0.0917242585950486;0.203000612369871;0.440425159653574
20721;0.079;-0.0875;57440;0.038209185642609;0.161134697028174;0.543274797375531
20723;0.801;1.5;53143;0.0565274725274725;0.147692307692308;0.566945054945055
20735;-0.791;-2.6;47675;0.062945632798574;0.295751633986928;0.293560606060606
20740;0;0;25446;0.140483114724909;0.161315211585257;0.482877322096267
20748;0;1;39126;0.0927849773303345;0.333797436721288;0.205633501124558
20754;-0.631;-0.5;54657;0.0631274131274131;0.280501930501931;0.379343629343629
20770;0.296;0.9;40898;0.0957698610183893;0.186381015961643;0.451356436244462
20772;0.1755;-0.075;54711;0.060692375109553;0.236634531113059;0.3990234130462
20782;0.555;0.75;35120;0.248938934603725;0.247639670853183;0.292031182330013
20785;0.705;0.5;35439;0.130195985459143;0.317804646752015;0.277698751382962
20794;0.902;1.6;36528;0.168215020211333;0.340330473016098;0.258917807247713
20815;-0.832;-2;85184;0.0160111852787299;0.04338805700884;0.855989536352156
20817;0.15575;-0.45;90340;0.0176468286575107;0.0562272567202723;0.84004382360997
20832;0.153;0.25;53832;0.0543778293033013;0.124102903831291;0.593021971955394
20850;-0.0823333333333333;-0.0666666666666667;57520;0.0528420000526053;0.0968989189615719;0.67011231226492
20852;0.172333333333333;1.9;61353;0.0492914714697239;0.0842668839293508;0.720487677132133
20854;-0.25;0.1;83921;0.027633951946012;0.0547152248531037;0.813369015067776
20874;-0.0215;0.2;44971;0.0889126011216438;0.158940890366768;0.493448806392377
20877;0.026;1.1;30529;0.206177124361424;0.217525250555707;0.364816909097999
20878;0;-0.25;62070;0.0554537653361783;0.08854975995547;0.705777303615743
20882;-0.34;0.8;54610;0.0504836759371221;0.142382103990326;0.562877871825877
20895;-0.495;0.9;68761;0.0343707508687113;0.093216497960417;0.722541169360931
20901;0.197;0.1375;45930;0.105997153893068;0.163122585891441;0.544704208172393
20904;-0.34;-2.75;40651;0.0930026109660574;0.17556135770235;0.479216710182768
20906;0.273;-0.25;32292;0.152303797468354;0.235220253164557;0.373691139240506
20912;0.637;1.35;38917;0.172347193819586;0.161895023858214;0.521529197909566
21015;-0.595;-0.75;47252;0.0502988552324992;0.245770438658697;0.463782798095431
21035;0;0;55779;0.0406729524865964;0.183028286189684;0.568127195415049
21040;0;0;32370;0.110191752035724;0.311137378513265;0.211649592855267
21042;0.699;0.8;66695;0.0266827520136252;0.103466628818791;0.718482773303055
21045;0;0;50605;0.0560890440855522;0.127418885493962;0.581587370871526
21060;-0.563;-1.05;38123;0.129515881354562;0.342520003232846;0.23296694415259
21061;-0.542;-1;34809;0.111413571845227;0.326713146857032;0.23879892225216
21076;0.226;0.35;57316;0.076198697324021;0.140861649533077;0.539982735619556
21114;0.586;-0.85;59544;0.0342578381933786;0.146513922385442;0.577998245998685
21122;-0.468;-1.225;43102;0.0740600525282162;0.306461917043277;0.299458154887254
21128;0.382;-1;47541;0.0620202640466687;0.243168560024562;0.458397298127111
21136;-0.652;-0.75;40536;0.0817602147831194;0.177615571776156;0.471599966440138
21146;0.477;0.75;60441;0.0317607321856614;0.11854434517324;0.633689256918719
21201;-0.00735294117647059;0.0588235294117647;30286;0.127075812274368;0.167829923786602;0.512073806658644
21204;-0.279;-0.05;31082;0.0564171546130717;0.134514954897927;0.624465896502611
21207;0.6085;0.475;32187;0.105979264309047;0.28044311887516;0.271353500923164
21218;-0.026;0;27249;0.138006503251626;0.256284392196098;0.381784642321161
21221;0;0;31758;0.146594684385382;0.386143410852713;0.164659468438538
21226;-0.869;-2.85;36928;0.133899862195682;0.341754708314194;0.210151584749655
21228;-0.877;-1.6;42595;0.0756845162563799;0.203789865493613;0.479203677071878
21237;0.663;0.5;36841;0.112854110916305;0.294592599427886;0.307326750945834
21244;0;-1.6;38255;0.0871896162528217;0.299903257013866;0.332957110609481
21286;0;0;42088;0.0383908045977011;0.132413793103448;0.642375478927203
21401;0.0715;-0.375;50592;0.0711067112719328;0.171946473680617;0.543285314398853
21403;0.44;0.7;47862;0.0903624956430812;0.151795050540258;0.552326594632276
21532;0;0.55;20784;0.068705035971223;0.416546762589928;0.252158273381295
21601;0;-0.425;35573;0.0950384346610762;0.241439552760307;0.39622641509434
21702;0.247;0.8;40957;0.0959109622496686;0.223013048635824;0.414939641336962
21716;-0.42;-0.75;36120;0.0787215152411956;0.33530630364013;0.293577981651376
21740;0.421;1.45;25208;0.162639952857985;0.385173836181497;0.173388332351208
21784;0.2295;-0.025;51982;0.0608033504664002;0.201256424900057;0.468189605939463
21788;0.679;-0.75;37887;0.0948165404775772;0.388584740827024;0.22853814793244
21921;-0.864;-2.8;33883;0.112413595387507;0.346064409263212;0.24330264708693
22015;-0.318;-1;52678;0.049300222731957;0.112263555067983;0.630763604933347
22030;-0.159;-0.075;47338;0.060720100354979;0.12488323057624;0.641657992366616
22032;0;1.3;54589;0.0391153177515936;0.107446397527526;0.665008692292834
22046;-0.273;0.25;67008;0.0347052805540253;0.101518847879122;0.734634453450854
22079;0.884;1.3;45341;0.0735975940854601;0.167202706653857;0.502861200451109
22124;-0.908;-4.35;78326;0.0277188849627012;0.0505692972124068;0.78955634079309
22151;0.0991111111111111;-0.0111111111111111;49697;0.14047332531087;0.162855996791015;0.506778981147212
22152;-0.226;-0.5;58195;0.0545639239587868;0.127799545300634;0.619213466840807
22180;-0.848;-1.35;62833;0.0516998468606432;0.092312404287902;0.701071975497703
22182;-0.113333333333333;0.65;76065;0.0309197211603328;0.0598156060265347;0.779064537890713
22201;0.114230769230769;0.503846153846154;78276;0.0307575407182266;0.049886022002709;0.849284746770623
22304;0.038;0.075;48167;0.0686573853609345;0.155186419787669;0.544861200593854
22306;0.625;-0.1;35135;0.177183396492465;0.206265973385036;0.392438530007932
22308;-0.479;-1.45;83683;0.010688042752171;0.0716989534624805;0.792362502783344
22309;-0.625;-1.2;39000;0.132183427998664;0.225108586702305;0.387445706648847
22310;0.3125;-0.375;55925;0.0780649668180231;0.154907439748516;0.566494935382466
22312;0;0;37536;0.127282257360007;0.200882327247314;0.45771817943566
22401;-0.0275;0.025;32193;0.0984651028091515;0.237300897770055;0.408977700550246
22546;0.103;0;37975;0.10989110707804;0.372141560798548;0.189201451905626
22801;-0.48;0.25;20148;0.120260580212776;0.214791207761166;0.427942072456297
22824;0;0.8;30967;0.129514043691485;0.446054391440036;0.18769505127062
22903;-0.271;-0.5;27567;0.0708491761723701;0.132741867342628;0.633079847908745
22911;0;0;44397;0.0727720022220459;0.161415760653916;0.54662328386636
22963;0.493;0.75;40589;0.0569064505234718;0.187352245862884;0.405015197568389
23005;0;0;30782;0.100392156862745;0.280261437908497;0.370631808278867
23059;0;1.3;55928;0.0314835026446142;0.111157753337251;0.6566619091596
23060;0.113;-0.125;43995;0.0636682242990654;0.157904984423676;0.518808411214953
23185;0.752;1.7;32136;0.0434591056424458;0.179658243383579;0.536960694842181
23225;0.302;-0.7;29617;0.122388339797323;0.221318653822094;0.380145126986113
23320;-0.318;-0.5;39824;0.0724701832042297;0.224345260051641;0.377326939628673
23453;0.094;0.06875;33706;0.0831657192829034;0.244075207695671;0.290205509400962
23509;0.356;1.28333333333333;27652;0.132357521021489;0.284231288279871;0.251738814491851
23606;0.201;0.3;30620;0.0673233886856178;0.252687869406136;0.355980861244019
23662;-0.871;-1.5;41663;0.051090564248459;0.258297771455666;0.423423423423423
23669;0.629;-0.1;29682;0.0921316816304883;0.269386672727962;0.289692010455734
23707;0.681;0.5;27216;0.157368421052632;0.276421052631579;0.198421052631579
23831;0;0;38587;0.0759286463798531;0.247261280167891;0.351521511017838
23860;0.6;1;25225;0.165575521196081;0.386869108975252;0.164182569531504
23901;0;0;18949;0.144213075060533;0.313995157384988;0.270411622276029
24016;-0.0336666666666667;-0.183333333333333;18678;0.179308104596394;0.334091278219912;0.225109631313952
24018;0.026;0.5;37993;0.0562601041853781;0.177151068798276;0.474761990299982
24078;0;-1;22206;0.196764985727878;0.336822074215033;0.149381541389153
24210;0.493;-0.25;24668;0.147037886577553;0.324843787075852;0.264731471960769
24401;-0.67;-0.6;29573;0.109700886120033;0.303679913322757;0.311225476918314
24439;-0.0292413793103448;-0.253448275862069;21486;0.232323232323232;0.450056116722783;0.0718294051627385
24501;0.1925;0.15;19349;0.179606394497166;0.317177249856697;0.20030571301191
24540;-0.3595;0.1;24170;0.156101070047658;0.335985972484489;0.153763150795792
24609;-0.382;-0.75;27660;0.176356589147287;0.259883720930233;0.158139534883721
25064;0.2885;1.2;26351;0.076641266119578;0.34246776084408;0.247069167643611
25143;0.908;2;26717;0.0975044563279857;0.41729055258467;0.190552584670232
25159;0.727;1.65;26531;0.194210786739238;0.404750123701138;0.163532904502721
25271;0.3425;0.125;26537;0.105202809230328;0.427547656585925;0.196072810663609
25301;-0.826;-2;19680;0.0844875346260388;0.28393351800554;0.367497691597415
25313;-0.178;0.65;31783;0.0791696838040068;0.353849867245957;0.325488776249095
25401;0.737;0.7;22442;0.16941982272361;0.385374697824335;0.159750201450443
26038;0.4375;0.075;37124;0.0326223337515684;0.291091593475533;0.395650355499791
26062;0;0;27055;0.0698114438572454;0.383636719514582;0.211587394793502
26170;0.296;0.6;25526;0.118394648829431;0.509476031215162;0.103901895206243
26201;0.3;0.775;25145;0.128545834577486;0.461033144222156;0.18490594207226
26330;-0.886;-4.25;40135;0.0451618923206121;0.261920313520575;0.44853970327517
26505;0.836;1.25;17716;0.0710453100158983;0.180147058823529;0.532492050874404
26847;-0.248;-0.85;21334;0.162666666666667;0.427282051282051;0.172307692307692
27030;0;0;23950;0.204046424090339;0.292032622333752;0.173855081555834
27101;-0.302;-1.1;25240;0.126256739035407;0.303438729418622;0.309267084365438
27203;0.918;2.5;22649;0.250755721894343;0.295811141499928;0.139628616669066
27244;-0.509;0.8;26616;0.109815354713314;0.277575315840622;0.331389698736638
27265;0.33525;0.5;32834;0.0729273577374843;0.231981981981982;0.396025772608051
27288;0.248;0;22258;0.170866330693545;0.356371490280778;0.158147348212143
27332;-0.625;-0.75;26752;0.134610766940402;0.248379196081256;0.248955481919032
27410;0.0763333333333333;-0.516666666666667;38531;0.0406929398119586;0.140537472546455;0.553043950349184
27514;0.493;-0.75;20207;0.0470492419496304;0.0649667961408345;0.775153489537652
27523;-0.185333333333333;-0.375;52779;0.0565729616237023;0.151522220926164;0.585326023562347
27529;0.202;1.4;33625;0.0800766054222275;0.238913160572147;0.329552935543719
27545;0;-0.25;33071;0.115603584607275;0.227200843437006;0.30437532946758
27560;0;-0.75;53494;0.037550217266541;0.101787324751988;0.659547429695827
27571;0;-0.1;51006;0.0409264672813132;0.158533843040252;0.510681358219024
27591;-0.943;-4.2;32310;0.118712991367625;0.280730541485339;0.285510451594492
27609;-0.146461538461538;0.0346153846153846;38609;0.0670103092783505;0.12267209843698;0.551837379447955
27701;0.40675;0.1125;26043;0.22693831352575;0.182104005533547;0.41985788844872
27886;-0.477;-0.5;22259;0.206011576818467;0.344514959202176;0.162912336983053
27889;0.781;2.1;25538;0.145648405903671;0.312253794842166;0.202321550501602
27909;0.421;2.3;26837;0.129631690219206;0.319572716145544;0.220948777864323
28001;0;-0.25;27802;0.14917662253794;0.321816811968572;0.167420083952212
28016;0.599;1.1;25820;0.204423592493298;0.368185880250223;0.100759606791778
28027;-0.475;0.15;34707;0.0947303894739147;0.232239420277164;0.370536593909407
28031;0.166;0;46530;0.0311217852496748;0.142299609726809;0.532822976083258
28037;-0.202;-0.1;40957;0.0565579686372285;0.228790761761039;0.384489206744964
28054;-0.0845;-0.5;25770;0.15635822007075;0.298305715881586;0.204170545522249
28079;0;0;39575;0.0672969737005078;0.233805375500599;0.358779571446266
28088;0;-1.75;21230;0.124303232998885;0.196209587513935;0.160535117056856
28092;-0.055;-0.875;26556;0.144334958095171;0.335063295578076;0.170109057755023
28150;0.309;0;22267;0.167064191641605;0.311884268381209;0.226641086798714
28170;0;0;22110;0.193889390228181;0.404151089338662;0.131494134330282
28173;0.624;1;43736;0.0479696746570673;0.150944939867463;0.559709836646759
28203;0.0158888888888889;0.0166666666666667;58972;0.0511658564719453;0.076460410315564;0.726950646782566
28227;-0.1805;-0.375;30995;0.0956285579986421;0.273175954457617;0.302449469890845
28314;0;0.25;29540;0.0653623709771149;0.239145474167751;0.27606054736143
28338;0.100795454545455;0.236363636363636;22461;0.234066876250357;0.358388110888825;0.0971706201771935
28348;-0.119;0.4;29660;0.0872214562113597;0.286616554730241;0.217008406351466
28374;-0.2785;-0.1;41058;0.0185355500530598;0.13137601697913;0.594906261054121
28376;0.91;2.5;27345;0.0995399993082696;0.278386884792308;0.184415314910248
28411;-0.805;-1.5;35512;0.0485358711566618;0.209553440702782;0.44502196193265
28412;0.104;-0.375;31708;0.0606993700007079;0.186168330147944;0.401005167409924
28428;-0.84;-0.85;35066;0.0444572748267898;0.191493456505004;0.437836797536567
28530;0.333;0.4;21572;0.156759136944078;0.409070893879348;0.138705416116248
28539;-0.879;-3.1;26726;0.0997771474878444;0.286365478119935;0.19469205834684
28546;-0.691;-0.9;26074;0.0722712741665398;0.301377683056782;0.215443750951439
28570;0.178;0.8;27841;0.107448348466904;0.288130017107514;0.199499934201869
28607;-0.55;-0.4;14869;0.088312706501652;0.168561348490788;0.463235705885647
28613;-0.542;-0.45;27630;0.148460457391082;0.321068097610834;0.177015459307525
28658;0;0.4;27918;0.160206718346253;0.312450561619997;0.182829721035701
28701;0;0.7;32317;0.0776273885350318;0.265127388535032;0.294187898089172
28711;0.153;-0.5;26987;0.0872199249927878;0.23117607462256;0.461486681411674
28716;-0.494;-2;26544;0.137751889168766;0.274165617128463;0.17632241813602
28732;-0.394;0.8;34051;0.0618306114698063;0.255677933915686;0.370300037979491
28739;-0.318;-0.5;30576;0.0721238419139205;0.186876979007857;0.370939369062976
28803;0;0.575;31295;0.0757178111167692;0.18762975439696;0.472090563672686
29016;0;0.6;42698;0.0569841596379346;0.23335390523212;0.436672838236303
29036;0.481;1.6;47160;0.042384751233177;0.202971804396809;0.469033554594726
29063;0.263;1.1;36842;0.0334973149573773;0.193661046227797;0.437981148372076
29072;0.475;0.25;42759;0.0484186820718692;0.182390091060413;0.47091941643004
29073;-0.0685;1.45;31629;0.128024540645444;0.318214542836573;0.217798228315648
29118;-0.0959090909090909;-0.348484848484848;26919;0.0793650793650794;0.231040564373898;0.30952380952381
29150;0.077;1.4;22961;0.150684378406751;0.296160213186902;0.225299794080833
29172;-0.896;-5.35;29070;0.161595866819747;0.347158438576349;0.180539609644087
29341;0;-1;26601;0.143957916574053;0.354152774690672;0.168630065940579
29404;-0.0206;-0.13;26795;0.0305775764439411;0.141562853907135;0.254813137032843
29410;-0.282;1;34136;0.0888847070631038;0.242817714214026;0.337975159954836
29445;-0.664;-0.5;29793;0.105869460629711;0.280857433046453;0.233361843160314
29456;-0.625;-0.6;32789;0.126255380200861;0.304704892890714;0.201949240587741
29464;0.0365;1.7;48590;0.0371392524838354;0.129395994322662;0.610156126793881
29485;-0.604;-0.85;33544;0.0669136549221231;0.258253944251222;0.308483290488432
29501;-0.0765;-0.65;30335;0.108954801371371;0.268801308464127;0.311294939137546
29566;-0.066;0.375;30376;0.0580303565125309;0.339851747264384;0.238192728556301
29576;-0.469;0.5;29061;0.0647919988404117;0.281635019568053;0.281272648209886
29577;-0.2664;-0.83;24794;0.122529981648244;0.29542059664547;0.254619947932227
29588;-0.103;-1.35;26269;0.105296451779861;0.314422911035712;0.223215826096958
29607;-0.169;0;32264;0.089577524441464;0.183884516288427;0.455687713973106
29611;0;0;20069;0.289199479010119;0.311642120028053;0.141919647329927
29640;0.113;0.375;25774;0.193433729305023;0.322514264334487;0.178795248339725
29642;-0.103;-1.5;32689;0.0859689352312551;0.256435772076321;0.308830528274131
29650;-0.327;-0.5;38204;0.0650764627659575;0.166597406914894;0.492561502659574
29662;0.952;1.05;33773;0.0830723890219193;0.265334315711917;0.314698839565297
29678;0.226;0.75;22037;0.179989584689494;0.298463741700299;0.222887644837912
29680;0.103;-0.4;36553;0.0650820599886814;0.238605197858169;0.360236820338688
29687;-0.260666666666667;-0.416666666666667;30854;0.0900564778367277;0.263871298990245;0.289919561868903
29690;0.612;1.35;23433;0.144688770938168;0.289722203074378;0.238574481284897
29715;-0.617;-0.25;40728;0.069343719222849;0.209911361804996;0.418300653594771
29720;-0.793;-2.45;24470;0.194284687275341;0.38081116702612;0.145279175653007
29730;0.649;0.3;25898;0.139457057185693;0.288739558792033;0.223040265581495
29926;-0.746;0.25;36584;0.0719684521853434;0.193183418618844;0.489131965635416
30009;0;0.8;51490;0.0394661426348972;0.103905674281503;0.634242200933432
30024;0;0.5;46200;0.0413970499577991;0.118041879345685;0.618283027209517
30033;0.258;1.15;46071;0.0667136377647629;0.0993879078779339;0.670923422431635
30040;-0.477;-0.75;44074;0.0764203223486611;0.166356444858074;0.505985870806718
30052;0.697;2.77555756156289e-17;31888;0.0857079301523746;0.302324546768991;0.276832387943499
30060;-0.20775;0.15;25430;0.26887983706721;0.245743380855397;0.248391038696538
30071;0.134;-0.5;28662;0.255823082962575;0.261384454331327;0.236129285527349
30076;-0.1964;-0.53;37144;0.0997589291378545;0.141470532259088;0.527945188098712
30078;-0.34;-1.75;32386;0.0693929173693086;0.230564924114671;0.373650927487352
30082;0.276666666666667;0.366666666666667;40005;0.0805713148203444;0.182790882850602;0.466407882950134
30096;0.439;1.65;32110;0.117442187466199;0.213576481277176;0.387500811214225
30097;-0.44725;-0.3125;51213;0.0509516747002843;0.104962303794339;0.648405635891732
30115;0.178;0;39701;0.0595923952182054;0.220581881031255;0.405660377358491
30122;0.503;0.45;30261;0.129450230079923;0.311395010898523;0.301646887866311
30127;-0.571;-1.85;34371;0.0843991430240862;0.245623147005994;0.372503192018871
30152;0.013;-0.075;41602;0.0704707459947773;0.174253652339615;0.505187380901969
30165;0;0;26091;0.184229837821971;0.316614074998165;0.228883833565715
30188;0.19;0.2;39573;0.0591485285271905;0.168266981531401;0.429500746318533
30214;0;0.4;34640;0.0803224553224553;0.270493395493396;0.351835664335664
30223;-0.44;-1.75;21749;0.203633075138599;0.427476113710534;0.138206267447804
30263;-0.785;-2.1;30668;0.14480404551201;0.298912768647282;0.244677623261694
30281;-0.118;-2.5;32199;0.104570715662924;0.299104003629352;0.269297947147556
30291;0.649;0.75;25781;0.0884052532833021;0.358874296435272;0.184090056285178
30307;0.317666666666667;1.26666666666667;62518;0.0252574952437184;0.083972971199895;0.750770845634061
30314;-0.494;-0.6;15144;0.166575170574857;0.321308132695475;0.22508038585209
30317;-0.459;-0.75;46793;0.098708955982515;0.159703161532988;0.557893666768324
30318;0.0760416666666667;0.120833333333333;30274;0.100727292612238;0.215590310056324;0.470552851752611
30328;0.4575;1.525;54069;0.0344549596915528;0.0944269190325973;0.720820189274448
