"","user_id","status_id","created_at","screen_name","text","lang","location","lat","lng"
"1499","1354939969786114057","1373786024648663047",2021-03-21 23:58:06,"JasminePoet2","@laurenboebert It's cute that you think Biden doesn't have better things to do than sneak into your redneck shack.","en","",37.3162225,-120.47181
"1500","3187307822","1373785847456268297",2021-03-21 23:57:24,"thetitties","REPLY TO THIS TWEET WITH JUST ONE THING BIDEN HAS DONE RIGHT SO FAR","en","Afton Oaks - River Oaks, Houston",29.8384948,-95.4464865
"1501","2809753898","1373785845946142720",2021-03-21 23:57:24,"Paulie_Z_2130","New lies about Hunter Biden’s laptop and other commentary https://t.co/ck8hVxapMi","en","Vacaville, CA",38.362844,-121.97192645
"1502","3517409715","1373785686982201352",2021-03-21 23:56:46,"kditosto63","@joncoopertweets You are obsessed with President Trump. Is there nothing else to focus on?  Biden’s triple stumble, the border disaster or maybe his inability to speak at a live press conference where he doesn’t have the questions (and answers) ahead of time. <U+0001F926><U+200D><U+2640><U+FE0F>","en","",40.34965015,-74.66502815
"1503","2813950865","1373785118322659330",2021-03-21 23:54:30,"starrbasket","Media is part of Democrat Party and is their pr arm. Their duty is to cover up, protect and suppress negative information about Biden and all Democrats. https://t.co/pK8LvBZPe0","en","",32.6782075,-83.1738665
"1504","2954112838","1373785014802866177",2021-03-21 23:54:05,"Ptash702Phyllis","@Lawrence No surprise! They’re not a news organization; they’re goal is to supply misinformation in hopes of gathering enough dissent to throw a monkey wrench into Biden’s goals!","en","Las Vegas NV",36.01880475,-115.2344355
"1505","1638389744","1373784488430436355",2021-03-21 23:52:00,"ratt4reddog","Trump had #SpaceForce 
Biden can have #MaskForce https://t.co/XDIkOFLCHo","en","Parma, OH",41.38492365,-81.7348115
"1506","332863273","1373784452871127042",2021-03-21 23:51:51,"NormaE2","@cnn What  happens with Biden can go to to stairs to the plane?","en","",25.6969375,-80.162602
"1507","45253752","1373784284117536768",2021-03-21 23:51:11,"wilsoncaster","@TobyJeffcoat @TheOmniLiberal Weird... it's like Biden and Toby Jeffcoat are having a contest to see who can be more out-of-touch.","en","USA",35.63326,-101.593727
"1508","2961256069","1373783617659404291",2021-03-21 23:48:32,"29bethks81","@SpeakerPelosi @LeaderMcConnell @VP @JoeBiden 
Why does our nations capital look like some 3rd world country?","en","Leicester, NC 28748",35.1704985,-79.86103375
"1509","43720958","1373783347386716161",2021-03-21 23:47:28,"desre01","@tedcruz Biden administration don’t want American to know that they are flooding America with his illegal voters","en","Los Angeles, CA",34.0207895,-118.4119065
"1510","23027564","1373783282651910147",2021-03-21 23:47:12,"stephanielynnj","Biden have uh dementia Johnny #shitgiovannisays","en","Belle Harbor, NY",40.67087955,-73.8311875
"1511","14621300","1373783258001940483",2021-03-21 23:47:07,"opalmirror","@lizzard1278 Trump didn't debate Putin, either. He just praised him and helped him out where he could. And now Biden is supposed to debate Putin? WTF?","en","Eugene, OR",44.065621,-123.12240145
"1512","779575038","1373782819420434436",2021-03-21 23:45:22,"michael_msp123","@POTUS @JoeBiden Don’t tell me how to wear my chin diaper https://t.co/wSEE558b0H","en","",35.9950545,-79.99535865
"1513","615271355","1373782706283290632",2021-03-21 23:44:55,"GlennusMaximus","@NikkiHaley I asked the people intending to break US law not come and they did anyway. How did that not work? 
-#biden","en","Houston, TX",29.8384948,-95.4464865
"1514","4860498283","1373782651690098688",2021-03-21 23:44:42,"SamScott_OTA","@ggreenwald Greenwald’s still angry he wasn’t able to Cancel Joe, the Progressives and the Democratic Party with his Hunter Biden stunt on Tucker Carson <U+0001F923>","en","Santa Monica, CA",33.8250795,-116.5172894
"1515","3196828934","1373782594244907009",2021-03-21 23:44:28,"AAphotography70","@FoxNews What the hell?!?!?  we can't even house our own people WAKE UP BIDEN!! How about American  vets and homeless????","en","Connecticut, USA",41.5164285,-72.7131115
"1516","1243295245443321857","1373782345493344262",2021-03-21 23:43:29,"annsthoughtsya1","@MarshaBlackburn @sherifflamb1 @cc_sheriff tRump created the crisis and now that Biden is in office the GQP will blame it on him","en","",44.065621,-123.12240145
"1517","213178263","1373782281089863681",2021-03-21 23:43:14,"tobyjy","@POTUS @JoeBiden Mr President Biden &amp; Vice President Harris 
Please don’t forget the Palestinian. They need vaccine very bad. Daily I see people on Facebook are dying. Israel occupying military power denying vacine for Palestinian people.Where is justice? 

If these were Jewish would this happen?","en","Georgia, USA",32.6782075,-83.1738665
"1518","375795936","1373781975203516418",2021-03-21 23:42:01,"UNIBigAL","Yeah, this coupled with us driving more than this time last year is why gas prices are rising, not Biden. He doesn’t set the world prices. https://t.co/vo0gwvPd2t","en","Cedar Falls IOWA",42.51615585,-92.453089
"1519","26350868","1373781958430449669",2021-03-21 23:41:57,"aawadall","I’m not the kind of person who puts people on a pedestal often, or hypes people disingenuously. With that in mind, it’s weird &amp; exciting that I’m SO amped about the Biden-Harris’s personnel and policy decisions so far. I’m at a 15/10 on the bought in scale. They’re killing it.","en","Washington DC",38.89860285,-77.0143985
"1520","3112497972","1373781746202902533",2021-03-21 23:41:06,"TonyPrice71","Joe Biden is still a pediphiler and still gropes on women! <U+0001F602><U+0001F602>","en","Fairborn, OH",39.8069165,-84.022463
"1521","721078605644709889","1373781465792647171",2021-03-21 23:39:59,"treagan33","@WayneDupreeShow A stop sign is smarter than @JoeBiden!
#LiberalismIsAMentalDisorder","en","Chattanooga, TN",35.0919547,-85.242564
"1522","1163013375024140288","1373780779638136832",2021-03-21 23:37:16,"cjrhodes325","Love that the Biden supporters have shut their mouths now that they notice he hasn’t done shit since elected","en","Maryland, USA",38.8051145,-77.2369685
"1523","1189431822121340928","1373780496040230918",2021-03-21 23:36:08,"georgeh62867445","@ksorbs I know I’m paying 3$for a gallon of gas,thanks joe Biden","en","Illinois, USA",39.7393005,-89.2665075
"1524","712668721345486850","1373780340712562692",2021-03-21 23:35:31,"RealDFields","@TuckerCarlson  How does anyone expect the American people to take COVID-19 restrictions seriously when the Biden regime is releasing COVID positive illegal immigrants into America without any precautions?","en","",29.66580635,-95.0571252
"1525","86156316","1373780252648951812",2021-03-21 23:35:10,"tsturk8","Biden is a disaster https://t.co/9MbjzsRIhs","en","Chicago, IL",41.83358445,-87.732013
"1526","1439990467","1373780230855393280",2021-03-21 23:35:05,"pkrprncss","I bought new sunglasses for golfing. Thanks daddy Biden.","en","Minnesota, USA",44.778726,-93.49034
"1527","97273575","1373780013074497536",2021-03-21 23:34:13,"Clarknt67","@damnpamfromnamm @Pitt4Hillary Red MAGA: Trump is God’s imperfect messenger. 
Blue MAGA: Biden falls down just like the son of God.","en","Brooklyn, Baby!",40.655138,-73.9487755
"1528","3293178390","1373779622240923649",2021-03-21 23:32:40,"JamesIsaak2","@VeronicaSam13 @GeraldoRivera @JoeBiden I almost forgot he existed.","en","Contiguous USA and Canada",45.00118,-86.27053925
"1529","875795558795014144","1373779458067472386",2021-03-21 23:32:01,"KMorelans","@DonaldJTrumpJr Do you think Biden is getting money from the cartel for turning a blind eye to what they are doing??","en","Jasper, TN",35.8305215,-85.9785995
"1530","16330013","1373778961927335940",2021-03-21 23:30:02,"kmcelroy","@TwinkSprink27 @RonnyJacksonTX @JoeBiden @POTUS Funky sounds like “THIGHLAND” or “GYNAVIRUS”? Why yes, those are the words of the demented","en","Phoenix, AZ",33.5528626,-112.1246767
"1531","1058133183777038336","1373778376943661057",2021-03-21 23:27:43,"privette_jeanne","@AJDelgado13 Give it time. The Biden Admin. will get things under control. Rome wasn’t built in a day.","en","California, USA",37.2691755,-119.3066075
"1532","1945698625","1373778230650548225",2021-03-21 23:27:08,"AndrasZold","@AGuyNamedDarren @jaketapper Biden told us to prepare for a dark winter.  Might as well throw Spring in there too, maybe Summer as well.","en","Cleveland, Ohio",41.4959395,-81.7054672
